sample	P057	P054	P052	P050	P049	P048	P047	P046	P044	P043	P042	P040	P039	P037	P036	P035	P034	P029	P028	P027	P022	P019	P016	P015	P014	P013	P011	P009	P007	P006	P004	P003	P002	MSM_L2_F7	MSM_L2_F6	MSM_L2_F5	MSM_L2_F4	MSM_L2_F3	MSM_L2_F2	MSM_L2_F1	MSM_L2_E9	MSM_L2_E8	MSM_L2_E7	MSM_L2_E6	MSM_L2_E5	MSM_L2_E4	MSM_L2_E3	MSM_L2_E2	MSM_L2_E1	MSM_L2_E12	MSM_L2_E11	MSM_L2_E10	MSM_L2_D9	MSM_L2_D8	MSM_L2_D7	MSM_L2_D6	MSM_L2_D5	MSM_L2_D4	MSM_L2_D3	MSM_L2_D2	MSM_L2_D1	MSM_L2_D12	MSM_L2_D11	MSM_L2_D10	MSM_L2_C9	MSM_L2_C8	MSM_L2_C7	MSM_L2_C6	MSM_L2_C2	MSM_L2_C1	MSM_L2_C12	MSM_L2_B9	MSM_L2_B8	MSM_L2_B6	MSM_L2_B5	MSM_L2_B12	MSM_L2_B11	MSM_L2_A8	MSM_L2_A5	MSM_L2_A1	MSM_L2_A12	MSM_L2_A10	MSM_L1_D8	MSM_L1_D5	MSM_L1_D4	MSM_L1_D3	MSM_L1_D1	MSM_L1_D12	MSM_L1_D10	MSM_L1_C7	MSM_L1_C6	MSM_L1_C3	MSM_L1_C2	MSM_L1_B9	MSM_L1_B8	MSM_L1_B6	MSM_L1_B5	MSM_L1_B3	MSM_L1_B2	MSM_L1_B1	MSM_L1_B11	MSM_L1_B10	MSM_L1_A9	MSM_L1_A7	MSM_L1_A6	MSM_L1_A5	MSM_L1_A12	MSM_L1_A10	KHK8	KHK59	KHK58	KHK57	KHK56	KHK55	KHK54	KHK53	KHK52	KHK51	KHK4	KHK48	KHK46	KHK44	KHK43	KHK3	KHK39	KHK37	KHK36	KHK35	KHK34	KHK33	KHK2	KHK29	KHK28	KHK25	KHK24	KHK1	KHK19	KHK16	KHK11
GGB9739_SGB15313|t__SGB15313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemmiger_SGB15292|t__SGB15292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29953	0.0	0.10931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34999	0.0	0.0	0.10341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25622	0.0	0.01023	0.0	0.0	0.0	0.0	0.0	0.10151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemmiger_SGB15295|t__SGB15295_group	0.05018	0.00727	0.0	0.0	0.03405	0.04218	0.00306	0.0	0.36118	0.05908	0.00821	0.0	0.0	0.0	0.16123	0.0	0.08195	0.0	0.41343	0.0	0.0	0.0	0.0	0.08794	0.10945	0.0	0.0	0.08556	0.00401	0.02706	0.05502	0.03499	0.0	0.0	0.0	0.0	0.0	0.0	0.58614	0.0	0.0435	0.0	0.10612	0.01037	0.00716	0.0	0.0	0.0	0.04275	0.0	0.0	0.0	0.0	0.40181	0.10013	0.00838	0.47885	0.0	0.0	0.0	0.0	0.04219	0.00488	0.0	0.0	0.0457	0.01031	0.0	0.0	0.12712	0.14988	0.06807	0.00623	0.02728	0.09703	0.03977	0.43997	0.0	0.13019	0.04375	0.00792	0.0468	0.0	0.0	0.19432	0.0	0.0	0.0	0.0	0.0	3.05211	0.01748	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03741	0.0	0.00164	0.0	0.0	0.5441	0.00137	0.13832	0.05954	0.0086	0.0	0.01077	0.0	0.00975	0.0	0.0	0.0	0.0	0.0	0.01623	0.31796	0.00782	0.0	0.0	0.0	0.00348	0.01488	0.0	0.0	0.14872	0.03257	0.34197	0.0	0.06861	0.0	0.0
Gemmiger_SGB15299|t__SGB15299	0.00066	0.0	0.63101	0.01786	0.00574	0.04136	0.0	0.0326	0.03342	0.28723	0.03646	0.0	0.03233	0.14814	0.03523	0.00708	0.02211	0.01158	0.87192	0.0	0.02506	0.09304	0.06054	0.26161	0.18147	0.14927	0.0	0.00105	0.30631	0.13272	0.06931	0.52863	0.11428	0.01241	1.38363	0.0	0.05024	0.0	0.0	0.0	0.0	0.34156	0.02365	0.0	0.13732	0.7178	0.07681	0.02537	0.00925	2.5659	0.06858	0.0	0.06533	0.03411	0.42094	0.03415	0.88269	0.0	0.03057	0.0	0.22029	0.06041	0.0	0.05748	0.03274	0.72193	0.28525	0.0	0.0	0.00525	0.02046	0.00438	0.21261	0.24556	0.17637	0.02728	0.01001	0.37981	0.01749	0.0	0.03851	0.17135	0.0	0.05477	0.0	0.0	0.0	0.00396	0.0	0.0	0.0	0.01933	0.0	0.25925	0.0	0.0	0.00806	0.0	0.0	0.0	0.0	0.42307	0.64625	0.0	0.0	0.11826	0.0	0.0	0.01809	0.00214	0.17003	0.0	0.00581	0.7346	0.07146	0.18983	0.1731	0.33313	0.0	0.03	0.01695	0.01287	0.00757	0.18282	0.0	1.12033	0.12304	0.21054	0.00802	0.02575	0.40581	0.02796	0.0	0.0	0.0	0.0	0.0	0.0	0.1612
Gemmiger_formicilis|t__SGB15300	0.04125	0.0832	0.5618	0.00785	0.01313	0.06836	0.00157	0.24689	0.69686	0.08113	0.39974	0.0	0.70639	0.70168	0.09467	0.09051	0.08276	0.05689	0.03417	0.65105	0.50906	0.15644	0.19033	0.76122	0.50614	0.18932	0.45855	0.2372	0.17823	0.16494	0.09513	2.23526	0.10825	2.87302	2.31518	2.62426	1.01041	2.54347	2.80512	0.25879	0.02805	0.06993	0.48405	0.10095	0.28132	0.72833	0.01808	0.00987	0.01472	1.45785	0.0	2.36556	0.29704	0.76106	0.1276	0.42206	0.30846	0.00019	0.76945	8.77939	1.08815	0.08393	0.00019	0.29751	0.32479	0.49951	0.31474	0.0	2.93112	0.21326	0.12859	0.27614	0.11788	0.69681	0.5166	0.41592	0.21564	1.97419	0.4372	0.99502	0.35494	0.1853	0.0	0.00042	0.0	0.0	0.0	0.0424	4.45092	0.05632	0.3106	0.04115	0.0	0.0	2.48035	0.0	1.38852	0.0	0.0	0.0	0.0	4.12394	0.67733	0.0	0.0	0.43101	0.0	0.0	0.3675	0.01607	0.34671	0.26356	0.04068	0.52533	0.14634	0.11049	0.25371	0.50506	3.81858	0.0844	0.00544	0.04241	0.58912	0.00922	0.07809	0.1118	1.13988	0.00964	0.35655	0.92315	3.86749	0.07674	0.28853	1.17208	0.3497	0.0	0.70897	0.03236	0.72313
Gemmiger_sp_An50|t__SGB15282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.0
Harryflintia_acetispora|t__SGB14838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03045	0.0	0.0	0.0	0.0	0.00525	0.0	0.0	0.0	0.0	0.01911	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.00187	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01319	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00388	0.00485	0.0	0.0	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00167	0.0	0.0	0.0	0.0	0.0
Hydrogeniiclostidium_mannosilyticum|t__SGB14890	0.0	0.0	0.00752	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00903	0.0	0.0	0.0	0.0	0.00256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01256	0.0	0.0	0.0	0.00138	0.0	0.0	0.24691	0.0	0.0	0.0	0.0	0.0	0.0	0.00785	0.0	0.0	0.0	0.0	0.0	0.00855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00456	0.0	0.0	0.0	0.0	0.0	0.10769	0.0	0.0	0.01923	0.0	0.0	0.05793	0.0	0.0	0.00652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00344	0.0	0.0	0.0	0.0	0.0	0.0	0.00342	0.00395	0.0	0.0	0.0	0.0	0.0	0.00043	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03658	0.00072	0.00073
Massilimaliae_massiliensis|t__SGB29347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.00969	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00265	0.0	0.0	0.0	0.00027	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	3e-05	0.0	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Massilimaliae_timonensis|t__SGB7253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.0	0.0	0.0	0.0	0.02805	0.00067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00928	0.0	0.00208	0.0	0.0	0.02331	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Negativibacillus_massiliensis|t__SGB14912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02886	0.0	0.0	0.0	0.0	0.0	0.04023	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neglecta_timonensis|t__SGB14851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.0	0.0	0.0	0.0	0.0346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neobittarella_massiliensis|t__SGB7264	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.00165	0.0	0.00403	0.0	0.00258	0.01048	0.00066	0.0	0.0	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.0	0.0	0.0	0.0	0.0	0.00858	0.0	0.0	0.0	0.00295	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.00254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00525	0.0	0.0	0.0	0.0	0.0	0.00055	0.00512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02787	0.0	0.0	0.0
Phocea_massiliensis|t__SGB14837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.01228	0.02252	0.0	0.01089	0.0	0.0	0.0	0.0	0.0	0.0	0.03183	0.00613	0.00899	0.01085	0.0	0.0	0.00951	0.00324	0.0	8e-05	0.00104	0.01009	0.0	0.00263	0.00071	0.01759	0.0	0.0	0.01577	0.0	0.0	0.0	0.00024	0.0	0.0	0.0	0.00511	0.0	0.0	0.0	0.0	0.01285	0.0	0.0	0.0	0.02161	0.00456	0.02523	0.0	0.0	0.01658	0.0	0.0	0.00883	0.0	0.0	0.00852	0.03969	0.00302	0.00544	0.0	0.02684	0.0	0.0	0.0	0.00526	0.01994	0.00318	0.0	0.01338	0.0	0.0	0.07807	0.01447	0.0	0.0	0.0	0.00092	0.01433	0.01731	0.0	0.0	0.0	0.0	0.05429	0.07585	0.0	0.03649	0.0	0.0	0.0	0.0	0.0	0.04964	0.0	0.0	0.01155	0.03644	0.00211	0.00173	0.00377	0.0	0.0	0.02125	0.0	0.02153	0.01358	0.00465	0.04425	0.00222	0.0	0.0	0.00465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04332	0.0184	0.0	0.0
Pseudoflavonifractor_SGB15156|t__SGB15156_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01216	0.0	0.0	0.0013	0.0	0.01423	0.0	0.0	0.0	0.0	0.01055	0.0	0.0	0.0	0.01428	0.0	0.07748	0.0	0.0	0.0	0.0	0.03847	0.00308	0.0	0.0	0.0	0.00618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29553	0.0	0.00715	0.0	0.0	0.0	0.01757	0.0	0.0	0.0	0.0	0.00177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03022	0.0	0.0	0.0	0.0	0.02615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19317	0.0	0.27368	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.07968	0.0	0.0	0.09831	0.0	0.0	0.39678	0.0	0.0	0.0	0.0	0.05501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05962	0.0	0.0	0.0	0.0	0.44528	0.01002	0.0	0.0	0.01913	0.0	0.0	0.0	0.00728	0.0	0.0	0.0	0.0	0.0	0.0	0.01864	0.0	0.0	0.0	0.0	0.0
Pseudoflavonifractor_capillosus|t__SGB15140	0.0	0.0	0.00998	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.02331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00622	0.01292	0.0426	0.0	0.01833	0.0	0.0	0.0	0.0	0.0433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01506	0.0	0.0	0.0	0.03338	0.0	0.0	0.0	0.0	0.0	0.04116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00193	0.0	0.0	0.00548	0.0	0.01686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0183	0.0	0.0	0.0	0.02092	0.0	0.17512	0.0	0.0	0.01398	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.00399	0.00114	0.00025	0.04402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03016	0.00318	0.0	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.01789	0.0	0.00357	0.03881	0.00484	0.0	0.0	0.0	0.00573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0	0.0	0.0	0.05243	0.0	0.0
Pseudoflavonifractor_sp_AF19_9AC|t__SGB23477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoflavonifractor_sp_An176|t__SGB15161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoflavonifractor_sp_Marseille_P3106|t__SGB15142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoruminococcus_massiliensis|t__SGB4280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.16562	0.0	0.0	0.0	0.0	0.0	0.0	0.19328	0.0	0.0	0.0	0.0	0.34351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium_leptum|t__SGB14853	0.0	0.0	0.0	0.0	0.0	0.00094	0.00392	0.0285	0.01344	0.06518	0.10418	0.0019	0.00549	0.05522	0.00944	0.02776	0.00751	0.0	0.0	0.0	0.01527	0.01172	0.00014	0.02482	0.01818	0.0	0.10596	0.00466	0.01264	0.00191	0.00114	0.03286	0.0231	0.0	0.00467	0.0103	0.0	0.01002	0.04249	0.59245	0.0	0.0	0.0016	0.0	0.00782	0.0	0.00086	0.0	0.0	0.0	0.0994	0.01166	0.0	0.01074	0.05214	0.09856	0.00296	0.0	0.00972	0.0	0.04849	0.0	0.00293	0.02139	0.00656	0.01683	0.00904	0.0	0.01243	0.02756	0.00525	0.04891	0.0	0.02294	0.01081	0.00467	0.01674	0.00891	0.0	0.00641	0.03997	0.00391	0.0	0.89816	0.0	0.01307	0.0	0.00235	0.03236	0.00419	0.0	0.0	0.02148	0.0	0.16878	0.17391	0.00312	0.02047	0.0	0.0	0.12701	0.0103	0.0	0.00294	0.0	0.0014	0.00055	0.00921	0.01861	0.00041	0.00816	0.02103	0.0	0.04798	0.06265	0.03818	0.00502	0.001	0.01866	0.00147	0.00064	0.0	1.95444	0.01427	0.0	0.0004	0.20284	0.00217	0.00097	0.24338	0.00954	0.00199	0.00892	0.02041	0.0	0.0	0.00719	1.11059	0.02629
